uuid,cian_id,url,city,zone,district,street,house,description,floor_number,rooms_count,total_area,kitchen_area,living_area,agent_fee,deposit,price,build_year,total_floors,is_apartments,time_add
101d4cd1-a72d-11ef-9564-168f5e928f4c,310203658,https://www.cian.ru/rent/flat/310203658/,Москва,ЗАО,р-н Солнцево,Боровское шоссе,2,"предлагается 2-х комнатная евро двушка общей площадью 50м2 в ЖК Мещерский лес
рядом метро Говорово , и в двух шагах лесопарк! 
В квартире имеется все для комфортного проживания, мебель и техника. 
Жилок комплекс оснащен огороженной территорией.
страховой депозит можем разбить.",3,2,50.0,9.0,30.0,60,80000,80000,2017,25,False,1732098990
98339019-a80f-11ef-9564-168f5e928f4c,310273243,https://www.cian.ru/rent/flat/310273243/,Москва,СВАО,р-н Останкинский,Хованская улица,6,"Предлагается в аренду уютная и комфортная квартира.
Все параметры и фотографии соответствуют действительности.
Квартира готова к заселению - есть всё необходимое для полноценного проживания!

Оперативный показ в удобное время. Никаких предоплат - всё честно и прозрачно!

Любые вопросы можете задать нашему брокеру по телефону в объявлении!
Эта квартира ждет Вас!",4,3,80.0,10.0,47.0,50,135000,145000,0,12,False,1732196366
b234faca-a70f-11ef-9564-168f5e928f4c,310188875,https://www.cian.ru/rent/flat/310188875/,Москва,ЮВАО,р-н Рязанский,улица Михайлова,30,"Мы на связи и будем рады вам помочь! 

- Фотографии соответствуют данному объекту!
- Организуем МАКСИМАЛЬНО оперативный показ! 
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья!

Отличный объект недвижимости для комфортной жизни! 
В квартире есть всё необходимое!

Развитая инфраструктура! Хотя где она в Москве не развитая?=)

Дети - цветы жизни - так же обсуждаются индивидуально!

У собственника могут быть дополнительные пожелания к жильцам!",11,2,45.0,6.0,30.0,50,70000,70000,2023,33,False,1732086237
4d6f7514-a809-11ef-9564-168f5e928f4c,310271017,https://www.cian.ru/rent/flat/310271017/,Москва,СЗАО,р-н Митино,Муравская улица,38,"Сдается квартира студия на 10-ом этаже в 17-ти этажном  доме 2024 года постройки, расположенном по адресу: г. Москва,  ул. Муравская, д. 38Б, корп. 3, ЖК Митинский лес. Площадь квартиры 20 м2.  В квартире выполнен качественный ремонт от застройщика. Новый кухонный гарнитур, холодильник, мебель в прихожей. Можно обсудить покупку дополнительной мебели и техники при условии увеличения ежемесячного платежа за найм.  Квартира находится в новом, экологически чистом и активно развивающемся районе  Москвы. Развитая инфраструктура: в пешей доступности школы, детские сады, салоны красоты, кафе, рестораны, заправки, продуктовые магазины, торговые центры. Природный комплекс Митинский лесопарк располагается в 5 минутах пешком от дома.
Удобное транспортное сообщение: до станции метро  Пятницкое шоссе 20 минут пешком или 10 минут транспортом (автобусы 328,614). 
Сдается на длительный срок. Рассмотрим приличных платежеспособных жильцов (есть ограничения), можно 1 человека или семейную пару, можно с ребенком, можно с небольшой собачкой или приличным котиком. Оплата 40 000 руб. + свет и вода по счетчикам. Залог разобьем на 2 месяца. Комиссия 70%.",10,0,20.0,0.0,0.0,70,40000,40000,0,19,False,1732193593
5291dbdf-a7f4-11ef-9564-168f5e928f4c,310263427,https://www.cian.ru/rent/flat/310263427/,Москва,ЮВАО,р-н Рязанский,улица Вострухина,7,"Сдам квартиру в пешей доступности от метро ""Рязанский проспект"". Удобное расположение, свежий косметический ремонт — квартира готова к заселению. Залог составляет один месяц, комиссии нет. В квартире отсутствуют посторонние запахи, что создает комфортную атмосферу для жизни. Соседи адекватные и тихие. В квартире имеется вся необходимая техника и мебель: чайник, микроволновка, стиральная машина, кондиционер, кровать, диван, огромный шкаф-купе-гардеробная и телевизор. Допускаю проживание с животными при взаимной симпатии и обговоренной договоренности. На все вопросы отвечу.",3,1,32.2,7.0,16.8,0,45000,45000,1967,9,False,1732185140
7a1e7dc3-a720-11ef-9564-168f5e928f4c,310196712,https://www.cian.ru/rent/flat/310196712/,Москва,ЗАО,р-н Проспект Вернадского,Ленинский проспект,122,"Мы на связи и будем рады вам помочь!  
 
- Фотографии соответствуют данному объекту!  
- Организуем МАКСИМАЛЬНО оперативный показ!  
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья! 
 
Отличный объект недвижимости для комфортной жизни! 
 
В квартире есть всё необходимое и даже больше: c нoвым pacкладным дивaном в зале и тeлевизopом и бoльшой двуcпaльной кpовaтью в спaльне, кухня оборудована современной бытовой техникой, есть посудомоечная машина, холодильник, духовой шкаф с микроволновкой, в зале- кондиционер, тёплый пол в санузле,

Большой вместительный шкаф- купе с зеркалом в зале позволит удобно разместить все Ваши вещи.

Развитая инфраструктура! Хотя где она в Москве не развитая?=) 
 
При взаимной симпатии залог можно разбить на два месяца! 
  
У собственника могут быть дополнительные пожелания к жильцам!",8,2,45.0,8.0,30.0,50,110000,110000,1967,19,False,1732094287
476e2d1b-a81e-11ef-9564-168f5e928f4c,310278778,https://www.cian.ru/rent/flat/310278778/,Москва,ЦАО,р-н Пресненский,Причальный проезд,3,"Сдам квартиру в ЦАО с видом на реку, вблизи Москва-Сити.

Я собственник, сдаю официально по договору (я ИП) и только на ЦИАН) Агентам и агентствам без клиентов (если будет нужен- есть свой проверенный годами) просьба не беспокоить и не дублировать мое объявление.

Все фото реальные и актуальные, в начале ноября (2024 г.) был завершен лёгкий косметический ремонт и проведен клининг. 


Плюсы:

- Развитая инфраструктура района: по пути из метро много магазинов и кафе, на 1 этаже дома озон и Яндекс маркет (весьма полезные соседи);
-   Близость БКЛ Шелепиха, Тестовская Москва-Сити D1, D4;
- Скоро дополнительно откроется метро Шелепиха, входящая в состав новой линии, котрая будет иметь пересадки на БКЛ, МЦК, Арбатско-Покровскую, Филёвскую, Солнцевскую линии, а также первый и четвертый диаметры.
-   Наличие зелёных зон;
- Территория домов огорожена шлагбаумами, управление которых происходит через отдельное приложение; 
- Квартира находится на 9 из 9 этажей, что позволяет изолировать все посторонние звуки (соседи сверху, шум на улице), а также получать более свежий воздух; 
- В квартиру закуплено много новой техники, мебели и предметов быта/декора;
- В квартире много свободного пространства. Большой застекленный балкон;
- Рядом много новых ЖК, где расположены модные рестораны и кафе (есть и бюджетные весьма), фитнесс залы, магазины и многое другое);
- Район активно развивается, строится, уже к лету многое будет достроено.

По технике: холодильник, стиральная машина, чайник, кофемашина, газовая плита, духовка, телевизор, проведен интернет (поставите свой роутер). 

Финансовая часть:
Сумма аренды 95 тыс. рублей + отдельно за электричество и воду (по счетчикам).",9,1,32.0,0.0,0.0,0,95000,95000,1967,9,False,1732203304
79401b89-a822-11ef-9564-168f5e928f4c,310280176,https://www.cian.ru/rent/flat/310280176/,Москва,ЗАО,р-н Филевский парк,Филевский бульвар,39,"Сдаётся уютная однокомнатная квартира с евроремонтом на Филёвском бульваре, 39. Общая площадь — 39 кв. м, жилая — 20 кв. м, а кухня — 9 кв. м. Квартира находится на 14 этаже 17-этажного панельного дома, построенного в 1999 году. Высокие потолки (2.64 м) и большие окна, выходящие на улицу, создают ощущение простора и света. 

В квартире есть всё необходимое для комфортного проживания: стильная мебель на кухне и в комнате, современная бытовая техника — холодильник, телевизор и стиральная машина. Просторная ванная комната с ванной совмещена с санузлом. Также имеется лоджия, которая станет отличным местом для отдыха и релаксации.
Прекрасный вид на Москва-сити, МГУ и Москву.

Дом оборудован двумя пассажирскими лифтами и мусоропроводом, что делает проживание здесь максимально удобным. Для автовладельцев предусмотрена наземная парковка. Вход в подъезд оснащён пандусом, поэтому можно не беспокоиться о доступности для маломобильных граждан.

В шаговой доступности находятся школы, детские сады и разнообразные магазины. Отличная транспортная доступность: до ближайшей остановки общественного транспорта можно дойти за 1 минуту.

Аренда возможна по договору, без каких-либо обременений. Идеально подойдёт для одного или пары. 

Записывайтесь на просмотр, чтобы не упустить возможность снять эту замечательную квартиру!",14,1,39.0,9.0,20.0,80,60000,60000,1999,17,False,1732204997
8a49f055-a7e3-11ef-9564-168f5e928f4c,310257539,https://www.cian.ru/rent/flat/310257539/,Москва,ЦАО,р-н Мещанский,Олимпийский проспект,20,"Предлагается 1-комнатная квартира общей площадью 37 м² недалеко от станции метро ""Достоевская"". Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен посудомоечной машиной, духовой печью. Из дополнительных преимуществ - наличие балкона. Окна обращены во двор и на улицу.

 - Аренда возможна с 23 ноября.
 - Можно с детьми.

 - Объект представляет агент Capital Mars - Сергей.
 - ID объекта 797241.",7,1,37.0,10.0,0.0,50,90000,90000,0,17,False,1732177709
8339e52d-a6ca-11ef-a252-168f5e928f4c,310178630,https://www.cian.ru/rent/flat/310178630/,Москва,САО,р-н Аэропорт,Ленинградский проспект,36,"Лот 553463 Бонус коллегам! Предлагается стильный апартамент с 2 спальнями в ЖК ВТБ Арена парк. В квартире выполнен новый дизайнерский ремонт. Апартамент укомплектован всей необходимой мебелью и техникой. 

Планировка включает в себя 2 спальни, 2 санузла (один с душевой кабиной, другой гостевой), гардеробная, кухня-гостиная. 

Огороженная, круглосуточно охраняемая территория, круглосуточное видеонаблюдение, презентабельные входные группы, к услугам резидентов инфраструктура отеля Hyatt Regency Moscow Petrovsky Park: бассейн, спа, рестораны, консьерж-сервис.  Подземный трехуровневый паркинг с возможностью аренды за 18 000 рублей в месяц и гостевой паркинг за 250 руб/час.

 PLEASE DO NOT HESITATE TO CONTACT US.


Номер объекта: #1/553463/13367",8,3,96.0,0.0,0.0,0,350000,350000,2020,25,True,1732054019
73da0a8f-a735-11ef-9564-168f5e928f4c,310209494,https://www.cian.ru/rent/flat/310209494/,Москва,САО,р-н Хорошевский,Ленинградский проспект,37,"Предлагаем в аренду шикарную 2-комнатную видовую квартиру в ЖК `Прайм Парк`,  площадью 47 кв.м, в с функциональной, продуманной планировкой. 
Квартира полностью меблирована, с большим количество шифоньеров, удобной кухней. 
В квартире дорогостоящая мебель, бытовая техника премиум класса, кухонный гарнитур оснащен посудомоечной машиной, духовой печью.
В спальне кровать с ортопедическим матрасом, стильные тумбочки, шикарный ковер, шторы блэкаут создадут уникальную атмосферу отдыха, комфорта, тишины и спокойствия.
В зале стильный, удобный диван, который раскладывается в полноценное двуспальное место, телевизор, шкафы.
Выделена обеденная зона с кухонным столом. Стол можно раскладывать.
Есть моющий пылесос, утюг, гладильная доска.
В ванной комнате качественная сантехника, зеркало с подсветкой.
Шикарный панорамный вид из окна на Москву, включая Москва Сити.
В  ЖК `Прайм Парк`  премиальное лобби, консьерж сервис, консьержи открывают двери, беллмены помогают донести вещи, бесконтактный вызов лифта, парковщики открывают двери авто и паркуют самостоятельно автомобили, организованы сервисы химчистки, уборки, няня, догсистер (для домашних животных), все услуги подчеркивают ПРЕМИАЛЬНОСТЬ проживания, безопасность, удобство и удовольствие.
В ЖК Правйм Парк собственная парковая закрытая  территория с арт-объектами, парковыми дорожками, клумбами, цветниками, фонтанами, детскими и спортивными площадками, воркаут-зона и шезлонги, что  создает гармоничное сочетание жизни на природе со всеми преимуществами мегаполиса.
На территории свой собственный оздоровительный центр с фитнес-клубом, сауной, бассейном 25 метров, кафе, рестораны, службы быта, аптеки, стоматология. 
Преимущества ЖК Прайм Парк: Подземный паркинг (дополнительно), выезд на Ленинградский проспект Современная архитектура, охраняемая территория, видеонаблюдение,   развитая инфраструктура.
Звоните, ключи на руках! Заселение в день просмотра возможно.",16,2,48.0,8.0,0.0,0,100000,170000,2021,20,False,1732103045
848151e7-a7f8-11ef-9564-168f5e928f4c,310265247,https://www.cian.ru/rent/flat/310265247/,Москва,ЦАО,р-н Басманный,Малый Трехсвятительский переулок,8,"Предлагается 2-комнатная квартира общей площадью 50 м² недалеко от станции метро ""Китай-город"". Высокие потолки увеличивают пространство, наполняя его светом. Для комфортного проживания в наличии имеется вся необходимая мебель. Окна обращены во двор, обеспечивая тишину.

 - Страховой депозит можно оплатить 2-мя частями.
 - Аренда возможна с 30 ноября.
 - В стоимость входит 1 место на огороженной парковке.
 - Можно с детьми и животными.

 - Объект представляет агент Capital Mars - Дмитрий.
 - ID объекта 708925.",1,2,50.0,8.0,0.0,50,130000,130000,0,4,False,1732186696
3f7fe05a-a7dd-11ef-9564-168f5e928f4c,310255550,https://www.cian.ru/rent/flat/310255550/,Москва,ЮВАО,р-н Рязанский,Рязанский проспект,6,"Cдаётся евродвушка в Москве, Рязанский проспект, д. 6А, ЖК Соседи 21/19 (район Рязанский, ЮВАО). 12-й этаж в 15-ти этажном монолитном доме (2022 года постройки). Общая площадь квартиры 38 кв.м. Санузел совмещенный. Качественный ремонт. Отличное состояние. Встроенный кухонный гарнитур с техникой. Новая мебель, холодильник, стиральная машина, телевизор. Светлая и теплая квартира. Современный жилой комплекс комфорт-класса. Развитая инфраструктура. До метро Стахановская 3 минуты пешком. На длительный срок. Без домашних животных. Арендная стоимость 85 000 рублей + счетчики. Залог 85 000 рублей (можно разбить на 2 части). Комиссия 50%.",12,1,38.0,15.0,15.0,50,85000,85000,2022,15,False,1732174933
d15700fb-a752-11ef-9564-168f5e928f4c,310230497,https://www.cian.ru/rent/flat/310230497/,Москва,ЮВАО,р-н Лефортово,проезд Шелихова,3,"Сдается в аренду отличный вариант!
Уютная квартира с прекрасным ремонтом, где царит атмосфера умиротворения.
Просторная кухня с современным кухонным гарнитуром.
Все необходимое для комфортной жизни.
Вдохновляющий вид из окна, который заряжает позитивом.

Ваши преимущества:
Тихий двор, развитая инфраструктура, шаговая доступность, удобная планировка, близость к парку, магазинам, метро.

Хотите узнать больше?
Звоните нам!
AGORA - ваши надежные партнеры в поиске идеального жилья!",2,1,28.0,5.0,17.0,50,80000,80000,0,14,False,1732115561
7a1e7e0e-a720-11ef-9564-168f5e928f4c,310196514,https://www.cian.ru/rent/flat/310196514/,Москва,ЮВАО,р-н Марьино,Батайский проезд,5,"Алексей. Сдается 1-комнатная квартира, в 15-и минутах пешком от станции метро ""Марьино"", по адресу: Москва, Батайский проезд, дом 5, расположенная на 6-м этаже 16-ти этажного жилого дома. Качественный ремонт, окна ПВХ, совмещенный санузел с душевой кабиной.  Квартира оснащена всей необходимой мебелью и техникой, включая стиральную машину автомат,  ТВ. Район с развитой инфраструктурой, рядом школы, детские сады, торговые и развлекательные центры, а так же спортивные площадки и фитнес центр. Окна выходят на набережную Москвы реки и парк. Оперативный показ.",6,1,39.0,8.0,18.0,60,60000,60000,1980,16,False,1732093937
47af90d6-a772-11ef-9564-168f5e928f4c,310238091,https://www.cian.ru/rent/flat/310238091/,Москва,ЮВАО,р-н Рязанский,Окская улица,7,"Сдаётся отличная квартира в жилом комплексе Balance. 
Евро-трёшка, кухня-гостиная + 2 изолированные комнаты.

Кухонный гарнитур с барной стойкой (+ 2 барных стула), стиральной машиной, встроенной посудомоечной машиной, варочной панелью и духовым шкафом. 
Установлен большой двухкамерный холодильник и красивая микроволновка. 
В зоне гостиной стоит диван-еврокнижка. 

Есть кондиционер (подключен к общедомовой системе кондиционирования). 
В одной из комнат стоит двух-спальная кровать, с прикроватными тумбочками, и шкаф для одежды. 
Вторая комната будет оборудована под жильцов, если у них нет необходимости завезти свою мебель (например, для ребёнка).

Санузел раздельный, с ванной. 
В прихожей находится шкаф-купе. 
Квартира сдаётся только на длительный срок, можно семье с ребёнком от 7-ми лет.",6,2,50.0,18.0,23.0,50,100000,100000,2022,30,False,1732129295
22c844e7-a744-11ef-9564-168f5e928f4c,310224363,https://www.cian.ru/rent/flat/310224363/,Москва,ЦАО,р-н Тверской,улица Фадеева,7,"Сдаётся в аренду просторная трёхкомнатная квартира в историческом центре Москвы по адресу: улица Фадеева, 7с1. Общая площадь квартиры составляет 86 кв. м, расположена на 4 этаже 5-этажного кирпичного дома 1927 года постройки. Высокие потолки 3.2 метра добавляют ощущение простора и света. 

В квартире сделан дизайнерский ремонт, что позволяет наслаждаться комфортной и стильной обстановкой. Просторная кухня оборудована всей необходимой мебелью и техникой, включая посудомоечную машину и холодильник. В комнатах также есть мебель, что позволяет сразу въехать без лишних хлопот. Ванная комната оснащена классической ванной, а также есть отдельный санузел. Окна выходят во двор, поэтому в квартире тихо и уютно.

Дом находится в хорошем состоянии, что добавляет уверенности в его надежности и безопасности. Интернет проведён, что обеспечивает комфортные условия для работы и отдыха. Придомовая территория ухожена, а во дворе всегда можно найти место для парковки.

Рядом с домом расположены школы, детские сады, клиники и магазины, что делает проживание здесь особенно удобным для семей. Хорошая транспортная доступность позволяет быстро добраться до любой точки города, а до ближайших остановок всего несколько минут пешком.

Аренда квартиры возможна на длительный срок. Условия сделки обсуждаются индивидуально, возможно оформление по договору с собственником. Коммунальные платежи входят в стоимость . 
 Приглашаем вас на просмотр, чтобы лично оценить все преимущества этой квартиры. Звоните и записывайтесь на удобное для вас время!",4,3,86.0,0.0,0.0,0,200000,200000,1927,5,False,1732109110
290969a0-a72f-11ef-9564-168f5e928f4c,310204691,https://www.cian.ru/rent/flat/310204691/,Москва,СЗАО,р-н Хорошево-Мневники,Причальный проезд,10,"Сдаётся стильная евро-двушка в ЖК ""Левел Причальный"" (секция - ЮГ). Планировка: кухня-гостиная + отдельно спальня. Квартира сдаётся впервые, только закончили ремонт, купили мебель и технику (немного о ремонт и мебель- сделали всё действительно очень качественно с использованием дорогих материалов, а мебель вся новая и сегмента бизнес-класса). Встроенная кухня, Посудомоечная машинка, варочная поверхность, духовой шкаф. Установлен кондиционер. Ванная комната евро-стандарт  (здесь удобная душевая кабинка). Звоните, всё подробно расскажу и оперативно покажу.",19,2,37.0,0.0,0.0,50,135000,135000,2023,32,False,1732100613
9d8194eb-a7fa-11ef-9564-168f5e928f4c,310265994,https://www.cian.ru/rent/flat/310265994/,Москва,ЦАО,р-н Пресненский,Васильевская улица,2,"Объект   707255. Сдаётся в аренду 3-х комнатная уютная квартира в тихом дворике самого центра Москвы  напротив Чешского посольства. Ст.м. Маяковская, 12 мин. ходьбы. Ул. Васильевская, 2 к 2.  85/60/10 + гардеробная 4 кв.м. Санузел раздельный. Квартира тихая, светлая, тёплая,  с удобной функциональной планировкой: по 2 окна на разные стороны. Все комнаты изолированные и большие: 24+18+18.  Высокие потолки. Толстые стены, широкие подоконники. Евроремонт.
Техника новая: холодильник, микроволновая печь, духовая печь, газовая плита, посудомоечная машина, стиральная машина, 2 кондиционера, большой телевизор с антенной ""Акадо"", интернет. Из мебели  в зеркальных двух спальнях по двуспальной кровати, в гостиной  раскладной диван. В каждой комнате шкафы, большой комод с зеркалом во всю стену. Письменный стол можно приобрести, если нужно. 
Чистый подъезд,  соседи - интеллигентные старожилы.  Въезд во двор через шлагбаум. Во дворе имеются 2 личных парковочных места. 
Инфраструктура. Дом Кино. ""5-чка"", салоны и многочисленные магазины, кафе.  
Предпочтение небольшой семье. Дети  от 10 лет. Без животных. Депозитную сумму возможно разбить на 2-3 части. 
 Инфраструктура: Детская площадка,Парковка бесплатная,Поликлиника,Продуктовые магазины,Салоны,Фитнес,Школа,Аптека. 

Номер объекта: #1/707255/8295",2,3,85.0,10.0,60.0,50,168000,168000,0,5,False,1732187317
b66c079a-a7fc-11ef-9564-168f5e928f4c,310266902,https://www.cian.ru/rent/flat/310266902/,Москва,ЮВАО,р-н Люблино,Люблинская улица,74,"Мы на связи и будем рады вам помочь! 

- Фотографии соответствуют данному объекту! 
- Организуем МАКСИМАЛЬНО оперативный показ! 
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья!

Отличный объект недвижимости для комфортной жизни! 
В квартире есть всё необходимое!

Развитая инфраструктура! Хотя где она в Москве не развитая?=)


Дети - цветы жизни - так же обсуждаются индивидуально!

При взаимной симпатии залог можно разбить на два месяца!

У собственника могут быть дополнительные пожелания к жильцам!",7,3,65.0,21.0,0.0,50,90000,90000,2023,25,False,1732188528
f0d61a83-a73f-11ef-9564-168f5e928f4c,310221708,https://www.cian.ru/rent/flat/310221708/,Москва,ВАО,р-н Гольяново,Амурская улица,1,"Заезд возможен с 22.11.2024.
 
Сдаётся 2-комнатная квартира площадью 59 кв.м. с косметическим ремонтом на 11 этаже в 16-этажном доме. В квартире ранее не было жильцов, вся техника и мебель новые. Из техники есть:
 Духовой шкаф
 Стиральная машина
 Холодильник
 Микроволновка
 Электрическая плита
 
Дом - монолитный, окна выходят во двор. Есть консьерж. В подъезде 2 лифта - 2 грузовых и 0 пассажирских. Есть подземная парковка. До станции метро ""Локомотив"" 9 минут пешком. До станции ""Черкизовская"" 6 минут пешком.
 
Коммунальные услуги по счетчикам оплачиваются дополнительно.",11,2,59.0,0.0,0.0,0,0,120000,0,16,False,1732107563
ab6b1d35-a77a-11ef-9564-168f5e928f4c,310240511,https://www.cian.ru/rent/flat/310240511/,Москва,САО,р-н Аэропорт,Ленинградский проспект,36,"Предлагается 2-комнатная квартира общей площадью 50 м в ЖК ВТБ Арена Парк. Для комфортного проживания в наличии имеется вся необходимая мебель, гардеробная, кухонный гарнитур оснащен посудомоечной машиной, духовой печью.  
 
Преимущества ЖК ВТБ Арена Парк: Подземный паркинг (дополнительно), выезд на Ленинградский проспект и ТТК, Современная архитектура, охраняемая территория, видеонаблюдение, консьерж-сервис, развитая инфраструктура.",6,2,50.0,5.0,35.0,0,220000,220000,0,15,True,1732132894
ddf1f39a-a77e-11ef-9564-168f5e928f4c,310240469,https://www.cian.ru/rent/flat/310240469/,Москва,САО,р-н Беговой,Ленинградский проспект,33,"Сдается 3-комнатная квартира на Ленинградском проспекте в 5-7 минутах пешком от станций метро Динамо и БКЛ Петровский парк.
 Высота потолков — 2.6 метра. 
Квартира распашонка - окна выходят как на улицу, так и в зелёный двор, что позволяет наслаждаться тишиной и замечательными видами.
Комнаты раздельные - гостиная 18 м2 и две спальни (кабинет/детская). Необходимая мебель присутствует.
Из техники установлены кондиционер, холодильник, телевизор, стиральная машинка. Санузел раздельный, есть кладовая 2 м2. Две лоджии застеклены, выходят на спорткомплекс Динамо и во двор.
Дом и подъезд в хорошем состоянии, оснащен двумя пассажирскими лифтами и мусоропроводом. Наземная парковка рядом с домом. 
Квартира находится в районе с развитой инфраструктурой. В шаговой доступности есть парковые зоны, школы, детские сады, клиники и магазины, что делает её отличным вариантом для семей. 
Условия аренды: долгосрочная аренда. Квартира готова к заселению.",12,3,68.0,7.0,45.0,50,87000,87000,1964,12,False,1732134676
4d6f74fe-a809-11ef-9564-168f5e928f4c,310271053,https://www.cian.ru/rent/flat/310271053/,Москва,ЮВАО,р-н Нижегородский,Газгольдерная улица,10,"Cдаeтся в дoлгоcрочную аренду блaгоуcтрoeнная квартира с хорошим  ремонтом, которая идеально подойдет для вас. 
Предлагаем уютную Квартиру , c Оборудованной  техникой для проживания. 
 
Тёплая и уютная квартира 
Порядочные соседи. 
Метро в шаговой доступности. 
Магазины банки всё рядом.  
 
Животные и дети  ( кол-во ) обговариваются отдельно собственником каждый случай  индивидуален , мы сделаем все возможное чтоб вас рассмотрели.  
 
Показываем квартиру собственником и всегда просим чтоб они были с документами для заключения договора. 
Если вам надо заселиться в день в день то мы с этим поможем. 
 
Если вы выбираете нас , вы всегда будите первым на показе квартире. 
Звоните хорошие варианты сдаются очень быстро. 
 
 
У собственника могут быть предпочтения по составом жильцов.",31,1,37.0,9.0,0.0,45,89999,89999,2023,31,False,1732193647
8a49f174-a7e3-11ef-9564-168f5e928f4c,310257452,https://www.cian.ru/rent/flat/310257452/,Москва,ЦАО,р-н Арбат,Поварская улица,26,"Сдается уютная двухкомнатная квартира в историческом центре Москвы на Поварской улице. Общая площадь — 56.1 кв. м, квартира расположена на 4-м этаже 6-этажного кирпичного дома 1912 года постройки. Высокие потолки 3.5 метра добавляют простора и света, а окна выходят во двор, что обеспечивает тишину и спокойствие.

В квартире сделан качественный ремонт, установлена современная мебель на кухне и в комнате. Для вашего комфорта есть кондиционер, телевизор, холодильник, посудомоечная и стиральная машины. А также есть бойлер на время отключения воды в летний период. Ванная комната оборудована ванной, что позволит наслаждаться расслабляющими процедурами после долгого дня. 

Дом находится в хорошем состоянии, оснащен пассажирским лифтом и мусоропроводом, поэтому можно не беспокоиться о бытовых мелочах. Жители дома могут пользоваться удобной инфраструктурой района: в шаговой доступности расположены школы, детские сады, клиники и магазины, что делает жизнь здесь комфортной и удобной.

Условия аренды: квартира сдается на длительный срок. Без животных . Пожалуйста, обратите внимание, что при заключении договора потребуется внести залог и оплатить первый месяц аренды. 


Приглашаем вас на просмотр этой замечательной квартиры! Звоните и записывайтесь на удобное для вас время, чтобы лично убедиться в её достоинствах и почувствовать атмосферу дома и района.",4,2,56.1,0.0,0.0,0,140000,140000,1912,6,False,1732177485
8cc685bb-a737-11ef-9564-168f5e928f4c,310213473,https://www.cian.ru/rent/flat/310213473/,Москва,ЦАО,р-н Пресненский,Малая Бронная улица,21,"Предлагается 1-комнатная квартира общей площадью 25 м² недалеко от станции метро ""Пушкинская"". Высокие потолки увеличивают пространство, наполняя его светом. Для комфортного проживания в наличии имеется вся необходимая мебель, а также нагреватель воды. Окна обращены на улицу.

 - Можно с детьми и животными.
 - Объект представляет агент Capital Mars - Мария.
 - ID объекта 796916.",5,1,25.0,0.0,0.0,50,45000,90000,1928,6,False,1732104016
e3505d02-a815-11ef-9564-168f5e928f4c,310275345,https://www.cian.ru/rent/flat/310275345/,Москва,ЗАО,р-н Очаково-Матвеевское,улица Лобачевского,43,"Предлагается однокомнатная квартира в районе метро ""Аминьевская"". Установлен необходимый комплект мебели, включая диван и вместительный шкаф для вещей. Кухня оснащена гарнитуром и набором техники: духовой и микроволновой печами, холодильником. Для ухода за вещами в ванной комнате установлена стиральная машина.

Для жильцов оборудован паркинг. В шаговой доступности находятся супермаркеты, школы, кафе, медцентры. Для прогулок - парк Олимпийской деревни. Удобный выезд на Мичуринский проспект.

 - Квартиру представляет агент Capital Mars - Валерия.
 - Квартиру представляет агент Capital Mars - Валерия.
 - ID объекта 1640.",2,1,43.0,13.0,23.0,10,90000,90000,2011,25,False,1732199317
