cian_id,time_add,description,floor_number,rooms_count,total_area,url,city,zone,district,street,house,agent_fee,deposit,price,build_year,total_floors,is_apartments,kitchen_area,living_area,metro_1,transport_type_1,time_1,metro_2,transport_type_2,time_2,metro_3,transport_type_3,time_3
309862150,1731492680,"Предлагается 3-комнатная квартира общей площадью 85 м². Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен духовой печью. Подключена стиральная машина. Из дополнительных преимуществ - наличие балкона, лоджии. Окна обращены во двор и на улицу.

 - Страховой депозит можно оплатить 2-мя частями.
 - Можно с детьми.

 - Объект представляет агент Capital Mars - Елизавета.
 - ID объекта 489802.",4,3,85.0,https://www.cian.ru/rent/flat/309862150/,Москва,ЮВАО,р-н Люблино,улица Головачева,27,35,85000,85000,0,14,False,18.0,45.0,Люблино,transport,7,Братиславская,transport,9.0,Люблино,transport,9.0
309812388,1731415080,"Карина!
Сдаётся в аренду просторная и светлая 2-комнатная квартира в Москве, расположенная на Верхней Красносельской улице. Общая площадь квартиры составляет 140 кв.м, она находится на 9-м этаже 17-этажного монолитного дома, построенного в 2013 году. Высокие потолки в 3 метра создают ощущение простора, а окна выходят как на улицу, так и во двор, обеспечивая отличное естественное освещение.

Квартира имеет дизайнерский ремонт и полностью меблирована. Здесь вы найдете всё необходимое для комфортного проживания: в комнате есть мебель, а кухня площадью 20 кв.м оснащена современной техникой, включая холодильник, посудомоечную машину и кондиционер. В квартире два санузла: один совмещенный, другой отдельный, в которых есть как ванна, так и душевая кабина. Также имеется просторная лоджия для отдыха на свежем воздухе.

Дом оборудован всеми необходимыми удобствами, включая пассажирский и грузовой лифты. Наземная парковка позволит вам без труда найти место для вашего автомобиля. Интернет подключен, что обеспечит вам постоянный доступ к сети.

Район, в котором расположена квартира, отличается развитой инфраструктурой. В шаговой доступности находятся школы и детские сады, а также множество магазинов, где можно приобрести все необходимые товары. Отличная транспортная доступность позволяет быстро добраться до любой части города.

Условия аренды обсуждаются индивидуально, возможно заключение договора на длительный срок. Квартира идеально подойдет для семьи или пары, желающих жить в комфортных условиях в центре столицы. Залог ,обсуждаеться .

Приглашаем вас на просмотр, чтобы лично оценить все преимущества этой замечательной квартиры. Записывайтесь на удобное время, и мы с удовольствием покажем вам ваш будущий дом!",9,2,140.0,https://www.cian.ru/rent/flat/309812388/,Москва,ЦАО,р-н Красносельский,Верхняя Красносельская улица,19,40,790000,395000,2013,17,False,20.0,0.0,Красносельская,walk,5,Комсомольская,walk,13.0,Сокольники,walk,17.0
309809728,1731476853,"Номер лота - 3381366
Кухонный гарнитур со всей бытовой техникой. Необходимая мебель в комнатах.Комнаты смежные. Санузел совмещенный. Лоджия застекленная. Металлическая дверь.Окна во двор.

 ИНКОМ-Беляево.",3,2,50.0,https://www.cian.ru/rent/flat/309809728/,Москва,ЗАО,р-н Кунцево,Партизанская улица,49,100,65000,65000,0,5,False,7.0,28.0,Молодёжная,walk,15,Рабочий посёлок,transport,4.0,Крылатское,transport,5.0
309831342,1731483829,"Сдам 2х ком. квартиру 2эт/5эт сталинского дома, б/балкона, пластиковые окна, вид во двор, СУС, спальня, кухня-столовая, тёплый пол в зоне кухни, бытовая техника кроме посудомойки, интернет и цифровое ТВ от Онлайм. От метро Аэропорт 5-7мин/пешком! Инфраструктура: Чапаевский парк, Берёзовая роща, Каштановая аллея, ТЦ Авиапарк, Ашан, Азбука Вкуса, ОБИ, ТЦ Старт, Английская школа, Московская школа искусств им.Дунаевского, МАДИ, Финансовая Академия, спорт школа ЦСКА, стадион.
Аренда 95000в месяц
Обеспечительный платёж 95000.
плюс коммунальные платежи. 
Субаренду не рассматриваем!
риэлторам не беспокоить, комиссию не платим!",2,2,55.0,https://www.cian.ru/rent/flat/309831342/,Москва,САО,р-н Хорошевский,проезд Аэропорта,11,0,95000,95000,1954,5,False,0.0,0.0,Аэропорт,walk,10,Сокол,walk,15.0,Зорге,walk,18.0
309833628,1731496200,"СРОЧНО. ТИХИЙ ЦЕНТР. ВПЕРВЫЕ ПОСЛЕ РЕМОНТА ОДНОКОМНАТНАЯ 36м2 КВАРТИРА В КИРПИЧНОМ ДОМЕ НА ПЕРЕСЕЧЕНИИ МАЛОЙ ГРУЗИНСКОЙ И УЛИЦЫ КЛИМАШКИНА. Этаж 5/9. Общая площадь 36м2. Кухня 9м2. Комната 17м2. Санузел совмещенный в плитке. Огромная застекленная лоджия с видом на Собор Непорочного Зачатия. Только что выполнен качественный ремонт. Квартира меблирована новой мебелью (кухонный гарнитур, обеденная зона, раскладной диван, стеллаж, пр.) и оборудована современной бытовой техникой (кондиционер, холодильник,  стиральная машина). Обсуждается приобретение дополнительной мебели. Добротный кирпичный кооперативный дом. Спокойные соседи. Зелёный жилой район. Вся инфраструктура центра: архитектурные достопримечательности, музеи, галереи и многое другое. Множество магазинов и кафе, Тишинка gastro hall. В пешей доступности московский зоопарк, парк 1905 года, патриаршие пруды. Несколько станций метро: примерно в 10 минутах метро Краснопресненская, Ул. 1905 года, Белорусская. ~20 минут - Маяковская. Надёжный интеллигентный собственник. Оперативный показ. Звоните, уважаемые арендаторы и коллеги.",5,1,36.0,https://www.cian.ru/rent/flat/309833628/,Москва,ЦАО,р-н Пресненский,улица Климашкина,9,60,80000,80000,1978,9,False,9.0,17.0,Краснопресненская,walk,12,Улица 1905 года,walk,12.0,Баррикадная,walk,14.0
309843579,1731498608,"ВAШEМУ BHИMAНИЮ! РАССМОТРИМ ВСЕХ! 

Пpeдлaгaeтся проcтoрнaя квартиpa в  благопoлучном районe, на длительный срок!

Сдaетcя светлая, уютная 2-х комнaтная квартира. 
Имеется вся необходимая мебель и техника: элeктро-плита , дуxовка, xoлодильник, cтиpальнaя машинa, телeвизор. Много места для хранения вещей, два больших шкафа - купе, большая двух-спальная кровать, ортопедический диван, расклалывается. 
Комнаты смежные, застекленая, большая лоджия на две комнаты. Красивый вид из окна, парк для прогулок. 
Развитая инфраструктура : школы, сады, магазины, 
В шаговой доступности метро! 

По всем вопросам звонить! 
Оперативный показ и заселение!",4,2,50.0,https://www.cian.ru/rent/flat/309843579/,Москва,ЮАО,р-н Нагатинский затон,улица Новинки,13,50,80000,80000,1966,12,False,10.0,32.0,Коломенская,walk,6,Кленовый бульвар,walk,16.0,,,
309867706,1731500815,"Сдается просторная, светлая однокомнатная квартиру. В квартире сделан свежий качественный ремонт. Квартира сдается впервые, укомплектована медалью, холодильник и стиральная машина будет докуплена. Мебель в комнату будет куплена по согласованием с Арендатором. Дом расположен на территории Института МЭИ и был построен для сотрудников института. Дом комфорт класс. Закрытая территория, шлагбаум, охрана. Развитая инфраструктура района. В пешей доступности метро Авиамоторная и Лефортово.",14,1,55.0,https://www.cian.ru/rent/flat/309867706/,Москва,ЮВАО,р-н Лефортово,улица Лефортовский Вал,13,50,80000,80000,2022,22,False,12.0,19.0,Лефортово,walk,12,Лефортово,walk,13.0,Авиамоторная,walk,19.0
309832370,1731457455,"Сдается студия на длительный срок, укомплектована максимально- посудомойка, кондиционер, стиралка, СВЧ, холодильник двухкамерный, теплый пол, тв 65"", много подсветки. Основные преимущества именно моей квартиры- это высокий этаж и соответственно отличный вид на центр Москвы, статус именно квартира, а не аппартаменты, в которых могут шуметь круглосуточно, также этот корпус  невысокий, а значит лифт приедет быстрее и меньше народу встретите, около подъезда несколько магазинов,  напротив  магазин Пятёрочка. Диван с отропедическим основанием, мебель Икеа, очень много зеркал, которые расширяют пространство, практически никто не жил. Предпочтение деловым одиноким.",21,0,20.0,https://www.cian.ru/rent/flat/309832370/,Москва,ВАО,р-н Гольяново,Амурская улица,1,0,15000,65000,2020,27,False,0.0,0.0,Черкизовская,walk,10,Локомотив,walk,10.0,Партизанская,transport,5.0
309803478,1731404346,"Собственник сдает небольшую квартиру-студию площадью 16 кв.м. на 3 этаже 3-х этажного кирпичного дома (дом после капитального ремонта).
Дом расположен рядом с парком Ангарские пруды. На первом этаже дома расположены продуктовые магазины и заведения. Тихий спальный район с хорошо развитой инфраструктурой, до ближайшего метро 400 метров на Дмитровском шоссе.
Студия оборудована всей необходимой мебелью, бытовой техникой и посудой для полноценного проживания.
Ежемесячная плата составляет 39900 рублей плюс коммунальные платежи (вода безлимитная, летом коммуналка около 2500, а зимой доходит до 4500 рублей).
Залог/депозит составляет 20 000 рублей.
По всем вопросам просьба ПИСАТЬ СООБЩЕНИЯ СЮДА, поскольку я нахожусь в данное время за границей, то звонки не принимаю! Агентов/риелтеров просьба не беспокоить.",3,0,16.0,https://www.cian.ru/rent/flat/309803478/,Москва,САО,р-н Дмитровский,Яхромская улица,3,0,20000,39900,0,3,True,0.0,0.0,Яхромская,walk,9,Лианозово,walk,20.0,Лианозово,transport,4.0
309808847,1731410952,"БЕЗ КОМИССИИ!!!! Сдается от собственника,на длительный срок.
В квартире есть все необходимые для проживания оборудование. Удобное расположение дома, вся инфраструктура, прекрасный парк.  
Без детей, без животных. 
НЕ КУРЯЩИЕ. Предпочтение семейной паре.
-----
Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону",10,1,38.0,https://www.cian.ru/rent/flat/309808847/,Москва,САО,р-н Головинский,Кронштадтский бульвар,24,0,60000,60000,0,16,False,10.0,19.0,Водный стадион,transport,4,Коптево,walk,15.0,Беломорская,transport,7.0
309806833,1731494813,"Kвaртиpа cдaется на нескoлько мeсяцев. Kваpтирa трexкoмнaтнaя eвро (две изолиpовaнные комнаты и кухня-гocтинaя) рacположенa в ЖК Beстeрдaм, застpoйщик ИНТEKО, дoм cдaн в 2023 году. В подъездe уcтановлен гpузовой и паcсажиpский лифт, муcoропровод, видеонаблюдение. Двор без машин оборудован местами для прогулок и отдыха. Парковка открытая придомовая, за шлагбаумом, подземная. Рядом магазины, пункты выдачи ОZОN и WILDВЕRRIS, медицинские центры, аптеки, кафе, рестораны, фитнес, остановки общественного транспорта, станции метро Аминьевская, Давыдково, Мичуринский проспект. Выезд на просп. Генерала Дорохова.
Квартира с широкоформатными окнами и двумя сан. узлами, окна во двор, тишина, 6 квартир на этаже, оборудована новой бытовой техникой: варочная поверхность, духовой шкаф, холодильник, посудомоечная машина, вытяжка, стиральная машина, телевизор. Из мебели имеется кухонный гарнитур со встроенной техникой, обеденный стол, стулья, шкафы, двуспальная кровать, два раскладных дивана, тумбочка, полки.",6,3,58.0,https://www.cian.ru/rent/flat/309806833/,Москва,ЗАО,р-н Очаково-Матвеевское,Аминьевское шоссе,4,99,120000,120000,2022,10,False,8.0,45.0,Аминьевская,walk,6,Аминьевская,walk,12.0,Давыдково,transport,4.0
309803107,1731404525,"Сдается на длительный срок, без посредников! Эксклюзив с агентами не заключаю, комиссию агентам не плачу, фотографировать апарты нельзя( дорогие агенты не теряйте время на пустые звонки) 

Теплые полы, кондиционер, посудомоечная и стиральная машины, телевизор, духовой шкаф, варочная панель. Очень много мест для хранения .
Матрас на кровати аскона, диван раскладной.
Развитая инфраструктура района.
оплачивается первый
месяц+ последний+залог ( залог возвращается при выселении, не ранее чем через 10 месяцев)",1,1,34.0,https://www.cian.ru/rent/flat/309803107/,Москва,СВАО,р-н Марфино,Гостиничная улица,10,0,78000,78000,1956,5,True,0.0,0.0,Окружная,walk,6,Владыкино,walk,8.0,Петровско-Разумовская,walk,15.0
309794261,1731393686,"Сдаётся уютная однокомнатная квартира в Москве, в современном жилом комплексе на Георгиевском проспекте, 27к2.

Внутри выполнен качественный евроремонт, что создаёт атмосферу уюта и комфорта. В квартире есть вся необходимая мебель как на кухне, так и в комнате. Совмещённый санузел оборудован ванной. Для вашего удобства квартира оснащена современными бытовыми приборами: кондиционером, холодильником, посудомоечной машиной, телевизором и стиральной машиной. Подключён интернет, поэтому можно сразу приступить к удалённой работе или обучению.

Дом новый и ухоженный, оснащён двумя пассажирскими и двумя грузовыми лифтами, что особенно удобно для жителей верхних этажей.

В шаговой доступности находятся школы, детские сады и магазины, поэтому все необходимые учреждения и места для покупок будут всегда под рукой. Хорошая транспортная доступность позволит быстро добраться до любой точки города.

Квартира идеально подойдёт для одного человека или пары. Без детей и животных.

Приходите на просмотр и убедитесь в привлекательности этого предложения! 
С уважением, Тимофей.",7,1,33.0,https://www.cian.ru/rent/flat/309794261/,Москва,ЗелАО,р-н Крюково,Зеленоград,0,50,55000,55000,2023,22,False,19.0,12.0,Зеленоград — Крюково,transport,6,Фирсановская,transport,11.0,Сходня,transport,19.0
309880444,1731505101,"Ольга.Сдаётся уютная просторная ЕВРОтрешка- на длительный срок проживания.
Общая площадь 70 кв. м, 
жилая — 48 кв. м, 
кухня +гостиная 30 кв м
Квартира расположена на 7 этаже 16-этажного дома. 
Окна выходят на улицу, что обеспечивает хорошее естественное освещение.
Светлая и тёплая, с огромной лоджией!!! 
Вся мебель и бытовая техника в наличии:
-кухонный гарнитур
-обеденная группа
-посудомоечная машина
-холодильник
-стиральная машина автомат
-кондиционер
-2 вместительных шкафа-купе  
-диван
пол пробковый +плитка
санузел совмещённый ,оборудована душевой кабинкой. 

Квартира после евроремонта, полностью готова к проживанию. В комнатах и на кухне есть вся необходимая мебель, что делает её уютной и комфортной. 

Дом в хорошем состоянии, оборудован двумя пассажирскими лифтами и мусоропроводом, что обеспечивает удобство для жильцов. Вблизи дома расположены школы, детские сады, клиники и магазины, поэтому можно легко решить все бытовые вопросы. Отличная транспортная доступность: рядом остановки общественного транспорта.

Условия аренды: договор аренды. Залоговая сумма — стоимость одного месяца проживания. Квартира готова принять семью или 1-3 человека. 

Приглашаем вас на просмотр этой замечательной квартиры. Звоните и записывайтесь на удобное для вас время. Не упустите шанс сделать этот красивый и уютный уголок своим домом!",7,3,70.0,https://www.cian.ru/rent/flat/309880444/,Москва,ЮЗАО,р-н Зюзино,улица Каховка,19,50,95000,95000,1978,16,False,12.0,48.0,Зюзино,walk,4,Каховская,walk,15.0,Севастопольская,walk,19.0
309827935,1731505656,"Номер лота: 1567311
 ПРЕДЛОЖЕНИЕ ДЛЯ ОДНОГО ЧЕЛОВЕКА ЛИБО СЕМЕЙНОЙ ПАРЫ.   Встроенная кухня со всей бытовой техникой. Минимум современной мебели. Кровать и ТВ вывезут. Пол - ламинат, плитка. Балкон. Кондиционер. Консъерж, домофон.Тихий зеленый двор. Окна во двор. Благоустоенная территория. Подъезд ближайший к метро.

 ИНКОМ-Парк Культуры.",12,1,40.0,https://www.cian.ru/rent/flat/309827935/,Москва,ЮЗАО,р-н Черемушки,Новочеремушкинская улица,52,100,60000,60000,0,17,False,10.0,20.0,Новые Черёмушки,walk,7,Профсоюзная,walk,11.0,Академическая,transport,6.0
309805762,1731493527,"Светлая, чистая квартира.  На длительный срок. Комнаты смежные, фото соответствуют. Шикарный район. Оперативно покажу.  Сдаем хорошим людям.",4,2,45.0,https://www.cian.ru/rent/flat/309805762/,Москва,САО,р-н Тимирязевский,улица Дубки,3,50,30000,60000,1960,5,False,7.0,0.0,Тимирязевская,walk,9,Дмитровская,walk,17.0,Петровско-Разумовская,transport,7.0
309804449,1731426763,"Заезд возможен с 20.11.2024.
 
Сдаётся 3-комнатная квартира площадью 110 кв.м. с дизайнерским ремонтом на 25 этаже в 38-этажном доме. Из техники есть:
 Телевизор
 Духовой шкаф
 Стиральная машина
 Сушильная машина
 Холодильник
 Посудомоечная машина
 Кондиционер
 Пылесос
 
Дом - монолитный, окна выходят во двор. Есть консьерж. В подъезде 3 лифта - 1 грузовой и 2 пассажирских. Есть подземная парковка.
 
Коммунальные услуги по счетчикам оплачиваются дополнительно.",25,3,110.0,https://www.cian.ru/rent/flat/309804449/,Москва,ЗАО,р-н Раменки,Мосфильмовская улица,70,0,0,214500,0,38,False,0.0,0.0,Ломоносовский проспект,walk,13,Минская,walk,13.0,Минская,walk,15.0
309822526,1731424403,"Дмитрий
Просторная и удобная квартира.
Сдается в долгосрочную аренду. Успейте снять свою идеальную квартиру!!! Отличное расположение. Экологичный район с развитой инфраструктурой.
В квартире есть вся необходимая для комфортной жизни техника.
Комнаты оборудованы удобной и стильной мебелью. Продуманы места хранения и отдыха.",12,1,35.0,https://www.cian.ru/rent/flat/309822526/,Москва,ЦАО,р-н Таганский,Котельническая набережная,33,50,100000,100000,1973,16,False,9.0,0.0,Таганская,walk,6,Марксистская,walk,10.0,Павелецкая,walk,19.0
309858599,1731490833,"Анастасия. Сдается очень красивая квартира с панорамным видом. Рядом школы и большие магазины, Ашан, Город. Хорошая транспортная доступность. 5 минут до метро Нижегородская. В квартире есть вся мебель и техника.
100тыс+коммунальные",31,1,37.0,https://www.cian.ru/rent/flat/309858599/,Москва,ЮВАО,р-н Нижегородский,Газгольдерная улица,10,50,100000,100000,2023,31,False,13.0,18.0,Нижегородская,walk,8,Нижегородская,walk,9.0,Стахановская,walk,13.0
309817515,1731421710,"Предлагается в аренду 1-комнатная квартира по адресу: Жулебинский бульвар 30к1, ЮВАО, р-н Выхино-Жулебино. Страховой депозит можно поделить на 2 месяца.
Функциональная планировка: просторная комната, кухня, 1 раздельный с/у с душевой кабиной, прихожая. Квартира меблирована, есть основная бытовая техника (холодильник, стиральная машина, микроволновая печь). Окна выходят во двор.
Развитая инфраструктура района: магазины, кафе, мед. учреждения, отделения банков, аптеки и пр. Удобная транспортная развязка. В пешей доступности ст.м. Лермонтовский проспект и ст.м. Жулебино.",5,1,40.0,https://www.cian.ru/rent/flat/309817515/,Москва,ЮВАО,р-н Выхино-Жулебино,Жулебинский бульвар,30,80,50000,50000,1995,12,False,0.0,0.0,Жулебино,walk,7,Ухтомская,walk,17.0,Лермонтовский проспект,walk,18.0
309811186,1731490045,"Сдается 1 комнатная квартира в шаговой доступности от станции метро Савеловская (5 минут пешком).
Район с прекрасной транспортной доступностью и развитой инфраструктурой.
В квартире есть все необходимое для комфортного проживания.
Чистый подъезд и интеллигентные соседи.
Во дворе установлен шлагбаум, что обеспечит вам парковочное место.
Без животных и без детей.
Звоните, отвечу на все ваши вопросы.",7,1,32.0,https://www.cian.ru/rent/flat/309811186/,Москва,САО,р-н Савеловский,Башиловская улица,1,0,65000,65000,1971,9,False,7.0,19.0,Савёловская,walk,7,Савёловская,walk,11.0,Савёловская,walk,12.0
309838220,1731446583,"Заезд возможен с 20.11.2024.
 
Сдаётся 3-комнатная квартира площадью 60 кв.м. на 16 этаже в 37-этажном доме. Подходит для комфортного проживания на длительный срок. С дизайнерским ремонтом. Подробно ознакомиться с обустройством можно по фото. Из окон открывается вид на развитый район. Есть места для сна, работы, обеденная зона и санузел. Также в квартире есть обеденный стол и стулья, а в ванной комнате есть зеркало и штора. Из техники есть:
 Духовой шкаф
 Стиральная машина
 Сушильная машина
 Холодильник
 Посудомоечная машина
 Кондиционер
 
Вокруг дома развитая инфраструктура со всем необходимым: продовольственные магазины, супермаркеты, аптеки, остановки общественного транспорта, места для отдыха и досуга. Окна дома выходят во двор. В квартиру можно привезти свою мебель.
 
Коммунальные услуги включены в арендную плату, кроме счетчиков.
 
Эта квартира сдаётся с Яндекс Арендой на срок от 11 месяцев.
А значит, для вас всё:
- без залога;
- без единоразовой комиссии;
- с поддержкой от наших специалистов в процессе проживания.",16,3,60.0,https://www.cian.ru/rent/flat/309838220/,Москва,ЗАО,р-н Раменки,Мосфильмовская улица,98,0,0,146500,0,37,False,0.0,0.0,Аминьевская,walk,7,Аминьевская,walk,8.0,Матвеевская,walk,14.0
309881453,1731505615,"Уютная однокомнатная квартира общей площадью 32.5 кв м, жилая площадь 18 м, кухня 8 м, с мебелью - огромный шкаф-купе, двуспальная кровать, этажерка, полочки, тумбочка, телевизор. Есть холодильник, стиральная машина, фильтр питьевой воды (5 ступенчатый, с системой обратного осмоса). Большой балкон. Санузел раздельный, есть ванная. 

Сдается на длительный срок,,заезд возможен после 10.12.

Район с отличной инфраструктурой: в пешей доступности метро Калужская/Воронцовская, Беляево. Рядом автобусная остановка, автобусы до всех метро, включая метро Универститет Дружбы Народов. Во дворе Пятерочка, рядом поликлиники, школы, детские сады, магазины. Много зелени, деревьев. У метро Калужская есть отличный ТЦ с кинотеатром. 

Арендная плата 55000 руб + вода, свет (по счетчикам).",8,1,32.5,https://www.cian.ru/rent/flat/309881453/,Москва,ЮЗАО,р-н Коньково,улица Бутлерова,14,0,25000,55000,1972,12,False,8.0,18.0,Беляево,walk,11,Калужская,walk,15.0,Университет Дружбы Народов,walk,18.0
309881569,1731505660,"Номер лота: 3469277
Кухонный гарнитур  под единой столешницей. Вся бытова техника. Мебель в комнате. Санузел совмещен. Квартира сдается на длительный срок.

 ИНКОМ-Октябрьское поле.",14,1,38.0,https://www.cian.ru/rent/flat/309881569/,Москва,СВАО,р-н Ярославский,улица Вешних Вод,2,80,42000,42000,0,17,False,9.0,18.0,ВДНХ,transport,9,Свиблово,transport,9.0,Улица Сергея Эйзенштейна,transport,9.0
309802162,1731431807,"Екатерина. СДАЕТСЯ ВПЕРВЫЕ. Свежий ремонт вся мебель и техника НОВЫЕ. Евродвушка, просторная кухня-гостиная и отдельная спальня. Общая пл. 39,5 кв.м. Санузел совмещенный с ванной. Вид из окон во двор. В квартире имеется все необходимое для проживания 1-2 человек (посуда, постельные принадлежности), достаточно мест хранения для вещей и одежды. На кухне есть вся необходимая бытовая техника: варочная панель с духовым шкафом, посудомоечная машина, СВЧ, холодильник. В гостиной ТВ.  Пешая доступность до ст. метро Новохохловская. На первом этаже комплекса много магазинов, кафе и др. Закрытый благоустроенный двор от машин. Показы по договоренности.",9,1,39.5,https://www.cian.ru/rent/flat/309802162/,Москва,ЮВАО,р-н Нижегородский,Новохохловская улица,15,0,75000,75000,2023,33,False,0.0,0.0,Новохохловская,walk,6,Калитники,walk,15.0,Нижегородская,transport,8.0
309803125,1731404187,"Стильная, современная, комфортная квартира. Полностью укомплектована техникой (стиральная и посудомоечная машины, духовой шкаф, варочная панель, микроволновая печь, холодильник, кондиционер). Большой раскладной диван в комнате, на кухне диван тоже раскладывается. Голосовое управление освещением и автоматическими шторами, можно настроить голосовое управление кондиционером. В ванной тёплый пол. На первом этаже охрана, фойе с водопадом и  кафе. Въезд во двор под шлагбаум, возможно оформить заезд и бесплатную парковку для одного автомобиля. Сдаётся с 18 ноября. Более ранний заезд обсуждается.",15,1,37.0,https://www.cian.ru/rent/flat/309803125/,Москва,СВАО,р-н Марьина роща,Октябрьский переулок,12,50,100000,100000,1988,17,False,12.0,17.0,Достоевская,walk,10,Марьина Роща,walk,12.0,Менделеевская,walk,17.0
309830005,1731429771,"Анастасия. Предлагается в аренду 2-х комнатная квартира (евротрешка) в ЖК Мир Митино в  15-ти мин. пешком от метро Пятницкое шоссе, на атобусе 5 мин. (автобусная остановка перед домом). 

Квартира 63,8 кв.м., кухня-гостинная 24,3 кв.м., спальня 12,1 и 13,6 кв.м., гостевой санузел, второй санузел с ванной. Новая квартира, сдается впервые. Оборудована всей необходимой мебелью и техникой для комфортного проживания. 

Развитая инфраструктура: всевозможные магазины (Вкусвилл, Магнит), рестораны, кафе, салон красоты,  стоматология, химчистка. Есть подземная и уличная парковка. 

Оплата 75 000 руб., оплата по счетчикам (вода, электричество) и за интернет отдельно.",18,2,63.8,https://www.cian.ru/rent/flat/309830005/,Москва,СЗАО,р-н Митино,Муравская улица,38,50,75000,75000,0,32,False,24.3,26.9,Пятницкое шоссе,transport,5,Митино,transport,6.0,Волоколамская,transport,8.0
309847775,1731478292,"Сдается рядом с м.Сокол апартаменты 15 кв.м. Идеально подойдёт для одного двух человек. Удобно, всё есть для комфортного проживания. Тихо, тепло. Развитая инфраструктура. Магазины, кафе, аптеки и т.д. все, что нужно, в шаговой доступности. Ищу аккуратных, платежеспособных, некурящих жильцов, без животных. 55000 руб в мес + ком.услуги. Залог 55000 руб.",1,0,14.9,https://www.cian.ru/rent/flat/309847775/,Москва,САО,р-н Аэропорт,Часовая улица,23,25,55000,55000,1958,5,True,0.0,12.0,Сокол,walk,8,Красный Балтиец,walk,9.0,Аэропорт,walk,20.0
309808395,1731410145,"Сдаётся уютная 2-комнатная квартира в Москве на Ленинском проспекте, 60/2. Общая площадь — 60 кв. м, жилая — 39 кв. м, площадь кухни — 9,5 кв. м. Квартира располагается на 4 этаже 9-этажного кирпичного дома, построенного в 1957 году. Высота потолков — 3 метра

Квартира полностью готова к проживанию. На кухне и в комнате есть вся необходимая мебель. Установлены кондиционер, холодильник, телевизор и стиральная машина. Просторная планировка позволяет комфортно разместиться всей семьёй.


Рядом с домом расположены школы, детские сады, клиники и магазины. Отличная транспортная доступность: до ближайших остановок общественного транспорта можно дойти за несколько минут.

Условия аренды: долгосрочная аренда, договор заключается с агентством. Залог в размере одного месяца аренды. Квартира подходит для проживания семьи или нескольких человек.",4,2,60.0,https://www.cian.ru/rent/flat/309808395/,Москва,ЮЗАО,р-н Гагаринский,Ленинский проспект,60,50,120000,120000,1957,9,False,9.5,39.0,Академическая,walk,19,Воробьёвы горы,transport,6.0,,,
309809818,1731491250,"Сдаётся просторная и стильная трёхкомнатная квартира в Москве  в ЖК ""Тушино-2018"",  с видом из окна на Лукойл-арену. Общая площадь квартиры составляет 93 кв. м, Квартира находится на 6 этаже 19-этажного монолитного дома, построенного в 2018 году. Высота потолков составляет 3.1 метра, что придаёт пространству ощущение воздуха и свободы.

В квартире выполнен дизайнерский ремонт, что делает её не только комфортной, но и эстетически привлекательной. Мебель установлена как на кухне, так и в комнатах. Для вашего удобства в квартире есть вся необходимая техника: кондиционер, холодильник, телевизор, посудомоечная и стиральная машины. Квартира оборудована двумя совмещёнными санузлами, в одном из которых есть ванна, а в другом — душевая кабина. Две лоджии обеспечивают дополнительное пространство для отдыха, а окна выходят как на улицу, так и во двор, что позволяет наслаждаться как городскими видами, так и тишиной.

Дом находится в отличном состоянии, подъезд оборудован пассажирским и грузовым лифтами, а также мусоропроводом. Для автомобилистов предусмотрена подземная парковка, поэтому можно не переживать за безопасность вашего транспорта. 

Район обладает развитой инфраструктурой и хорошей экологией: рядом есть школы, детские сады и магазины, что делает его удобным для семей. В шаговой доступности набережная Москва-реки, где можно проводить время на воздухе. Хорошая транспортная доступность позволяет быстро добраться до центра города: рядом расположены остановки общественного транспорта.

Условия аренды: договор оформляется официально Квартира подходит для проживания семьи или компании из нескольких человек.",6,3,93.0,https://www.cian.ru/rent/flat/309809818/,Москва,СЗАО,р-н Покровское-Стрешнево,Волоколамское шоссе,71,0,160000,160000,2017,19,False,30.0,60.0,Спартак,walk,7,Тушинская,walk,7.0,Стрешнево,transport,6.0
